d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed,region,assists_per_level,damage_obj_per_level,damage_building_per_level,damage_turrets_per_level,deaths_per_level,kills_per_level,time_cc_per_level,damage_taken_per_level,turret_kills_per_level,vision_score_per_level,damage_total_per_level,gold_earned_per_level
4.0,11.0,LeeSin,Side.blue,9.0,271.0,33203.0,271.0,2.0,9.5,10.0,13.0,14.0,24998.0,2.0,29.0,131937,11553,TopLane_Jungle,Few,KR,0.6923076923076923,20.846153846153847,2554.076923076923,20.846153846153847,0.15384615384615385,0.7692307692307693,1.0769230769230769,1922.923076923077,0.15384615384615385,2.230769230769231,10149.0,888.6923076923077
3.0,4.0,Ezreal,Side.blue,7.0,128.0,575.0,128.0,9.0,1.0,2.0,13.0,2.0,15279.0,0.0,23.0,104835,8837,Other,Many,KR,0.5384615384615384,9.846153846153847,44.23076923076923,9.846153846153847,0.6923076923076923,0.15384615384615385,0.15384615384615385,1175.3076923076924,0.0,1.7692307692307692,8064.2307692307695,679.7692307692307
4.0,7.0,Caitlyn,Side.red,5.0,3152.0,3790.0,3152.0,2.0,3.5,2.0,11.0,12.0,7499.0,1.0,15.0,80418,7679,Other,Many,KR,0.45454545454545453,286.54545454545456,344.54545454545456,286.54545454545456,0.18181818181818182,0.18181818181818182,1.0909090909090908,681.7272727272727,0.09090909090909091,1.3636363636363635,7310.727272727273,698.0909090909091
4.0,1.0,Jhin,Side.red,7.0,10237.0,25124.0,10237.0,2.0,12.0,17.0,15.0,29.0,15847.0,3.0,27.0,173598,16528,Other,Many,KR,0.4666666666666667,682.4666666666667,1674.9333333333334,682.4666666666667,0.13333333333333333,1.1333333333333333,1.9333333333333333,1056.4666666666667,0.2,1.8,11573.2,1101.8666666666666
4.0,1.0,Samira,Side.blue,6.0,5687.0,15570.0,5687.0,9.0,1.8888888888888888,11.0,17.0,8.0,33273.0,3.0,33.0,191134,16919,Other,Many,KR,0.35294117647058826,334.52941176470586,915.8823529411765,334.52941176470586,0.5294117647058824,0.6470588235294118,0.47058823529411764,1957.235294117647,0.17647058823529413,1.9411764705882353,11243.176470588236,995.2352941176471
4.0,,Talon,Side.red,9.0,1213.0,13074.0,1213.0,5.0,3.2,7.0,16.0,13.0,27621.0,1.0,35.0,187121,14384,TopLane_Jungle,Few,KR,0.5625,75.8125,817.125,75.8125,0.3125,0.4375,0.8125,1726.3125,0.0625,2.1875,11695.0625,899.0
11.0,4.0,LeeSin,Side.red,7.0,302.0,13647.0,302.0,2.0,5.5,4.0,9.0,7.0,13575.0,1.0,13.0,65933,6316,TopLane_Jungle,Few,KR,0.7777777777777778,33.55555555555556,1516.3333333333333,33.55555555555556,0.2222222222222222,0.4444444444444444,0.7777777777777778,1508.3333333333333,0.1111111111111111,1.4444444444444444,7325.888888888889,701.7777777777778
12.0,4.0,Ryze,Side.red,17.0,962.0,15711.0,962.0,5.0,4.2,4.0,17.0,43.0,25435.0,0.0,14.0,201577,13657,Other,Many,KR,1.0,56.588235294117645,924.1764705882352,56.588235294117645,0.29411764705882354,0.23529411764705882,2.5294117647058822,1496.1764705882354,0.0,0.8235294117647058,11857.470588235294,803.3529411764706
12.0,4.0,Corki,Side.red,3.0,209.0,2702.0,209.0,8.0,0.625,2.0,14.0,3.0,20109.0,0.0,15.0,152071,10724,Other,Many,KR,0.21428571428571427,14.928571428571429,193.0,14.928571428571429,0.5714285714285714,0.14285714285714285,0.21428571428571427,1436.357142857143,0.0,1.0714285714285714,10862.214285714286,766.0
11.0,4.0,Kindred,Side.blue,6.0,1085.0,19843.0,1085.0,5.0,2.8,8.0,15.0,7.0,24745.0,1.0,47.0,175013,12971,TopLane_Jungle,Few,KR,0.4,72.33333333333333,1322.8666666666666,72.33333333333333,0.3333333333333333,0.5333333333333333,0.4666666666666667,1649.6666666666667,0.06666666666666667,3.1333333333333333,11667.533333333333,864.7333333333333
12.0,,Graves,Side.red,0.0,1524.0,20924.0,1524.0,6.0,0.6666666666666666,4.0,16.0,12.0,24511.0,1.0,36.0,177386,12516,TopLane_Jungle,Many,KR,0.0,95.25,1307.75,95.25,0.375,0.25,0.75,1531.9375,0.0625,2.25,11086.625,782.25
7.0,4.0,Kaisa,Side.blue,6.0,1585.0,8928.0,1585.0,5.0,2.0,4.0,14.0,0.0,15960.0,0.0,30.0,117358,10956,Other,Many,KR,0.42857142857142855,113.21428571428571,637.7142857142857,113.21428571428571,0.35714285714285715,0.2857142857142857,0.0,1140.0,0.0,2.142857142857143,8382.714285714286,782.5714285714286
12.0,4.0,Jayce,Side.blue,6.0,2748.0,6797.0,2748.0,5.0,1.8,3.0,12.0,3.0,13687.0,0.0,11.0,96720,9680,TopLane_Jungle,Many,KR,0.5,229.0,566.4166666666666,229.0,0.4166666666666667,0.25,0.25,1140.5833333333333,0.0,0.9166666666666666,8060.0,806.6666666666666
14.0,4.0,Yasuo,Side.blue,11.0,11069.0,20186.0,11069.0,8.0,3.375,16.0,16.0,23.0,38770.0,3.0,23.0,214285,19510,Other,Many,KR,0.6875,691.8125,1261.625,691.8125,0.5,1.0,1.4375,2423.125,0.1875,1.4375,13392.8125,1219.375
14.0,4.0,Leona,Side.red,12.0,889.0,1304.0,889.0,6.0,2.1666666666666665,1.0,12.0,27.0,15092.0,0.0,62.0,18376,7061,Other,Few,KR,1.0,74.08333333333333,108.66666666666667,74.08333333333333,0.5,0.08333333333333333,2.25,1257.6666666666667,0.0,5.166666666666667,1531.3333333333333,588.4166666666666
14.0,4.0,Rell,Side.blue,5.0,315.0,315.0,315.0,4.0,1.25,0.0,8.0,13.0,5679.0,0.0,27.0,10223,3775,Other,Few,KR,0.625,39.375,39.375,39.375,0.5,0.0,1.625,709.875,0.0,3.375,1277.875,471.875
14.0,4.0,Nautilus,Side.red,22.0,515.0,515.0,515.0,5.0,4.6,1.0,17.0,67.0,24418.0,0.0,118.0,27126,9855,Other,Few,KR,1.2941176470588236,30.294117647058822,30.294117647058822,30.294117647058822,0.29411764705882354,0.058823529411764705,3.9411764705882355,1436.3529411764705,0.0,6.9411764705882355,1595.6470588235295,579.7058823529412
4.0,12.0,Corki,Side.red,3.0,283.0,10055.0,283.0,5.0,2.6,10.0,18.0,2.0,28579.0,0.0,20.0,227395,15918,Other,Many,KR,0.16666666666666666,15.722222222222221,558.6111111111111,15.722222222222221,0.2777777777777778,0.5555555555555556,0.1111111111111111,1587.7222222222222,0.0,1.1111111111111112,12633.055555555555,884.3333333333334
4.0,11.0,Gragas,Side.red,11.0,302.0,28006.0,302.0,4.0,5.5,11.0,15.0,32.0,,,49.0,133736,12130,TopLane_Jungle,Few,KR,0.7333333333333333,20.133333333333333,1867.0666666666666,20.133333333333333,0.26666666666666666,0.7333333333333333,2.1333333333333333,1906.9666375923255,0.04388393783190163,3.2666666666666666,8915.733333333334,808.6666666666666
4.0,14.0,Lux,Side.blue,7.0,53.0,1121.0,53.0,11.0,0.8181818181818182,2.0,11.0,32.0,17666.0,0.0,50.0,32145,7735,Other,Few,KR,0.6363636363636364,4.818181818181818,101.9090909090909,4.818181818181818,1.0,0.18181818181818182,2.909090909090909,1606.0,0.0,4.545454545454546,2922.2727272727275,703.1818181818181
12.0,4.0,Graves,Side.red,8.0,6696.0,21630.0,6696.0,6.0,2.1666666666666665,5.0,17.0,20.0,30605.0,3.0,,209915,14724,TopLane_Jungle,Many,KR,0.47058823529411764,393.88235294117646,1272.3529411764705,393.88235294117646,0.35294117647058826,0.29411764705882354,1.1764705882352942,1800.2941176470588,0.17647058823529413,1.7548527948475428,12347.941176470587,866.1176470588235
12.0,4.0,Viktor,Side.blue,5.0,1018.0,1018.0,1018.0,4.0,3.25,8.0,17.0,17.0,18264.0,0.0,24.0,194060,14098,Other,Many,KR,0.29411764705882354,59.88235294117647,59.88235294117647,59.88235294117647,0.23529411764705882,0.47058823529411764,1.0,1074.3529411764705,0.0,1.411764705882353,11415.29411764706,829.2941176470588
4.0,11.0,Viego,Side.blue,4.0,244.0,,244.0,6.0,1.1666666666666667,3.0,12.0,9.0,18721.0,0.0,18.0,101181,7399,TopLane_Jungle,Few,KR,0.3333333333333333,20.333333333333332,1458.9486105413387,20.333333333333332,0.5,0.25,0.75,1560.0833333333333,0.0,1.5,8431.75,616.5833333333334
4.0,12.0,Graves,Side.blue,3.0,5526.0,18744.0,5526.0,4.0,2.5,7.0,14.0,8.0,15517.0,2.0,14.0,144922,10450,TopLane_Jungle,Many,KR,0.21428571428571427,394.7142857142857,1338.857142857143,394.7142857142857,0.2857142857142857,0.5,0.5714285714285714,1108.357142857143,0.14285714285714285,1.0,10351.57142857143,746.4285714285714
7.0,4.0,Kaisa,Side.blue,3.0,1309.0,1309.0,1309.0,0.0,7.0,4.0,11.0,,5458.0,1.0,5.0,76876,7915,Other,Many,KR,0.2727272727272727,119.0,119.0,119.0,0.0,0.36363636363636365,0.0,496.1818181818182,0.09090909090909091,0.45454545454545453,6988.727272727273,719.5454545454545
11.0,4.0,Rumble,Side.red,16.0,2250.0,41991.0,2250.0,1.0,29.0,13.0,17.0,13.0,21843.0,1.0,23.0,206572,16937,TopLane_Jungle,Few,KR,0.9411764705882353,132.35294117647058,2470.0588235294117,132.35294117647058,0.058823529411764705,0.7647058823529411,0.7647058823529411,1284.8823529411766,0.058823529411764705,1.3529411764705883,12151.29411764706,996.2941176470588
12.0,4.0,Vex,Side.red,10.0,1260.0,3296.0,1260.0,5.0,2.6,3.0,16.0,46.0,26321.0,1.0,27.0,155112,11926,Other,Many,KR,0.625,78.75,206.0,78.75,0.3125,0.1875,2.875,1645.0625,0.0625,1.6875,9694.5,745.375
14.0,4.0,Leona,Side.red,11.0,214.0,311.0,214.0,5.0,2.2,0.0,11.0,49.0,14985.0,0.0,39.0,18711,5371,Other,Few,KR,1.0,19.454545454545453,28.272727272727273,19.454545454545453,0.45454545454545453,0.0,4.454545454545454,1362.2727272727273,0.0,3.5454545454545454,1701.0,488.27272727272725
12.0,,Akshan,Side.blue,4.0,1853.0,1853.0,1853.0,3.0,2.0,2.0,11.0,0.0,9052.0,0.0,6.0,56179,5917,TopLane_Jungle,Many,KR,0.36363636363636365,168.45454545454547,168.45454545454547,168.45454545454547,0.2727272727272727,0.18181818181818182,0.0,822.9090909090909,0.0,0.5454545454545454,5107.181818181818,537.9090909090909
12.0,4.0,Sylas,Side.blue,5.0,2786.0,2786.0,2786.0,4.0,1.5,1.0,13.0,14.0,13872.0,,18.0,86271,7883,Other,Many,KR,0.38461538461538464,214.30769230769232,214.30769230769232,214.30769230769232,0.3076923076923077,0.07692307692307693,1.0769230769230769,1067.076923076923,0.06473934198269156,1.3846153846153846,6636.2307692307695,606.3846153846154
4.0,14.0,Lux,Side.blue,8.0,1325.0,1325.0,1325.0,8.0,1.25,2.0,10.0,29.0,10635.0,1.0,64.0,28614,7375,Other,Few,KR,0.8,132.5,132.5,132.5,0.8,0.2,2.9,1063.5,0.1,6.4,2861.4,737.5
4.0,1.0,Aphelios,Side.red,13.0,1024.0,19361.0,1024.0,15.0,1.2666666666666666,6.0,17.0,16.0,30495.0,0.0,33.0,193353,15281,Other,Many,KR,0.7647058823529411,60.23529411764706,1138.8823529411766,60.23529411764706,0.8823529411764706,0.35294117647058826,0.9411764705882353,1793.8235294117646,0.0,1.9411764705882353,11373.70588235294,898.8823529411765
4.0,12.0,Jax,Side.red,3.0,1804.0,1804.0,1804.0,10.0,0.5,2.0,12.0,18.0,21360.0,0.0,8.0,75104,6772,TopLane_Jungle,Many,KR,0.25,150.33333333333334,150.33333333333334,150.33333333333334,0.8333333333333334,0.16666666666666666,1.5,1780.0,0.0,0.6666666666666666,6258.666666666667,564.3333333333334
4.0,7.0,Jhin,Side.red,2.0,1564.0,8119.0,1564.0,3.0,5.666666666666668,15.0,16.0,,16262.0,0.0,16.0,183997,16187,Other,Many,KR,0.125,97.75,507.4375,97.75,0.1875,0.9375,1.0,1016.375,0.0,1.0,11499.8125,1011.6875
,1.0,Jhin,Side.red,7.0,3814.0,4913.0,3814.0,3.0,5.666666666666668,10.0,14.0,35.0,17546.0,1.0,33.0,177730,14328,Other,Many,KR,0.5,272.42857142857144,350.92857142857144,272.42857142857144,0.21428571428571427,0.7142857142857143,2.5,1253.2857142857142,0.07142857142857142,2.357142857142857,12695.0,1023.4285714285714
14.0,,Blitzcrank,Side.red,5.0,0.0,0.0,0.0,12.0,0.4166666666666667,0.0,9.0,15.0,16182.0,0.0,7.0,7700,3568,Other,Few,KR,0.5555555555555556,0.0,0.0,0.0,1.3333333333333333,0.0,1.6666666666666667,1798.0,0.0,0.7777777777777778,855.5555555555555,396.44444444444446
4.0,1.0,Kaisa,Side.red,7.0,2303.0,2607.0,2303.0,6.0,2.5,8.0,13.0,3.0,15490.0,2.0,20.0,96050,11076,Other,Many,KR,0.5384615384615384,177.15384615384616,200.53846153846155,177.15384615384616,0.46153846153846156,0.6153846153846154,0.23076923076923078,1191.5384615384614,0.15384615384615385,1.5384615384615385,7388.461538461538,852.0
4.0,12.0,Aatrox,Side.red,9.0,1646.0,4673.0,1646.0,6.0,3.0,9.0,15.0,28.0,38938.0,0.0,16.0,112688,11589,TopLane_Jungle,Many,KR,0.6,109.73333333333333,311.53333333333336,109.73333333333333,0.4,0.6,1.8666666666666667,2595.866666666667,0.0,1.0666666666666667,7512.533333333334,772.6
4.0,7.0,Jhin,Side.blue,6.0,0.0,1483.0,0.0,3.0,2.333333333333333,1.0,10.0,10.0,9025.0,0.0,11.0,62533,6316,Other,Many,KR,0.6,0.0,148.3,0.0,0.3,0.1,1.0,902.5,0.0,1.1,6253.3,631.6
4.0,7.0,Ezreal,Side.red,7.0,2903.0,5319.0,2903.0,5.0,1.6,1.0,12.0,1.0,9596.0,1.0,11.0,81389,8598,Other,Many,KR,0.5833333333333334,241.91666666666666,443.25,241.91666666666666,0.4166666666666667,0.08333333333333333,0.08333333333333333,799.6666666666666,0.08333333333333333,0.9166666666666666,6782.416666666667,716.5
14.0,4.0,Nautilus,Side.blue,13.0,383.0,383.0,383.0,3.0,5.0,2.0,9.0,38.0,6878.0,1.0,32.0,20084,6746,Other,Few,KR,1.4444444444444444,42.55555555555556,42.55555555555556,42.55555555555556,0.3333333333333333,0.2222222222222222,4.222222222222222,764.2222222222222,0.1111111111111111,3.5555555555555554,2231.5555555555557,749.5555555555555
12.0,4.0,Yone,Side.red,7.0,2095.0,2095.0,2095.0,6.0,1.5,2.0,15.0,23.0,15880.0,1.0,11.0,134850,10279,Other,Many,KR,0.4666666666666667,139.66666666666666,139.66666666666666,139.66666666666666,0.4,0.13333333333333333,1.5333333333333334,1058.6666666666667,0.06666666666666667,0.7333333333333333,8990.0,685.2666666666667
14.0,4.0,Bard,Side.blue,20.0,1638.0,1638.0,1638.0,6.0,3.5,1.0,13.0,26.0,16685.0,0.0,80.0,28903,7671,Other,Few,KR,1.5384615384615385,126.0,126.0,126.0,0.46153846153846156,0.07692307692307693,2.0,1283.4615384615386,0.0,6.153846153846154,2223.3076923076924,590.0769230769231
4.0,14.0,Leblanc,Side.red,8.0,2481.0,4441.0,2481.0,2.0,8.0,8.0,13.0,23.0,12743.0,1.0,13.0,70209,9976,Other,Many,KR,0.6153846153846154,190.84615384615384,341.61538461538464,190.84615384615384,0.15384615384615385,0.6153846153846154,1.7692307692307692,980.2307692307693,0.07692307692307693,1.0,5400.692307692308,767.3846153846154
4.0,11.0,Graves,Side.red,7.0,1096.0,,1096.0,7.0,1.5714285714285714,4.0,15.0,21.0,,2.0,,203078,11167,TopLane_Jungle,Few,KR,0.4666666666666667,73.06666666666666,1281.4293898615197,73.06666666666666,0.4666666666666667,0.26666666666666666,1.4,1456.2985181972451,0.13333333333333333,1.7548527948475428,13538.533333333333,744.4666666666667
4.0,7.0,Jhin,Side.red,0.0,781.0,8747.0,781.0,3.0,1.0,3.0,14.0,21.0,16461.0,0.0,31.0,153857,11419,Other,Many,KR,0.0,55.785714285714285,624.7857142857143,55.785714285714285,0.21428571428571427,0.21428571428571427,1.5,1175.7857142857142,0.0,2.2142857142857144,10989.785714285714,815.6428571428571
12.0,4.0,Akshan,Side.blue,6.0,5853.0,10353.0,5853.0,8.0,1.625,7.0,17.0,1.0,25589.0,3.0,39.0,195571,15927,TopLane_Jungle,Many,KR,0.35294117647058826,344.29411764705884,609.0,344.29411764705884,0.47058823529411764,0.4117647058823529,0.058823529411764705,1505.235294117647,0.17647058823529413,2.2941176470588234,11504.176470588236,936.8823529411765
3.0,4.0,KogMaw,Side.blue,14.0,2577.0,5757.0,2577.0,8.0,3.375,13.0,17.0,15.0,23002.0,4.0,45.0,192807,17139,Other,Many,KR,0.8235294117647058,151.58823529411765,338.6470588235294,151.58823529411765,0.47058823529411764,0.7647058823529411,0.8823529411764706,1353.0588235294117,0.23529411764705882,2.6470588235294117,11341.588235294117,1008.1764705882352
12.0,4.0,Ryze,Side.blue,5.0,106.0,,106.0,7.0,1.0,2.0,16.0,38.0,31077.0,0.0,18.0,233278,12187,Other,Many,KR,0.3125,6.625,489.22031703109195,6.625,0.4375,0.125,2.375,1942.3125,0.0,1.125,14579.875,761.6875
7.0,4.0,Lux,Side.red,20.0,2075.0,2075.0,2075.0,5.0,4.4,2.0,13.0,23.0,13567.0,0.0,59.0,46216,9441,Other,Few,KR,1.5384615384615385,159.6153846153846,159.6153846153846,159.6153846153846,0.38461538461538464,0.15384615384615385,1.7692307692307692,1043.6153846153845,0.0,4.538461538461538,3555.076923076923,726.2307692307693
12.0,4.0,Graves,Side.red,4.0,3391.0,9432.0,3391.0,1.0,12.0,8.0,15.0,15.0,12655.0,1.0,27.0,152301,12221,TopLane_Jungle,Many,KR,0.26666666666666666,226.06666666666666,628.8,226.06666666666666,0.06666666666666667,0.5333333333333333,1.0,843.6666666666666,0.06666666666666667,1.8,10153.4,814.7333333333333
4.0,,Viego,Side.blue,10.0,2325.0,33439.0,2325.0,4.0,5.0,10.0,15.0,15.0,31078.0,,31.0,167713,13582,TopLane_Jungle,Few,KR,0.6666666666666666,155.0,2229.266666666667,155.0,0.26666666666666666,0.6666666666666666,1.0,2071.866666666667,0.05772698135520735,2.066666666666667,11180.866666666667,905.4666666666667
3.0,4.0,Nami,Side.red,10.0,957.0,957.0,957.0,1.0,13.0,3.0,10.0,14.0,5751.0,0.0,26.0,10486,5738,Other,Few,KR,1.0,95.7,95.7,95.7,0.1,0.3,1.4,575.1,0.0,2.6,1048.6,573.8
14.0,4.0,Leona,Side.blue,11.0,226.0,,226.0,5.0,2.6,2.0,10.0,26.0,12699.0,1.0,62.0,15714,6621,Other,Few,KR,1.1,22.6,64.38143969009515,22.6,0.5,0.2,2.6,1269.9,0.1,6.2,1571.4,662.1
11.0,4.0,Qiyana,Side.red,12.0,1701.0,29857.0,1701.0,10.0,2.5,13.0,18.0,23.0,35314.0,,44.0,217849,15260,TopLane_Jungle,Few,KR,0.6666666666666666,94.5,1658.7222222222222,94.5,0.5555555555555556,0.7222222222222222,1.2777777777777777,1961.888888888889,0.05478594011842093,2.4444444444444446,12102.722222222223,847.7777777777778
12.0,4.0,Irelia,Side.red,2.0,1329.0,3593.0,1329.0,3.0,0.6666666666666666,0.0,13.0,3.0,14372.0,1.0,16.0,86942,7416,TopLane_Jungle,Many,KR,0.15384615384615385,102.23076923076923,276.38461538461536,102.23076923076923,0.23076923076923078,0.0,0.23076923076923078,1105.5384615384614,0.07692307692307693,1.2307692307692308,6687.846153846154,570.4615384615385
12.0,4.0,Orianna,Side.red,11.0,9033.0,13504.0,9033.0,4.0,5.75,12.0,18.0,40.0,25755.0,3.0,42.0,314726,21106,Other,Many,KR,0.6111111111111112,501.8333333333333,750.2222222222222,501.8333333333333,0.2222222222222222,0.6666666666666666,2.2222222222222223,1430.8333333333333,0.16666666666666666,2.3333333333333335,17484.777777777777,1172.5555555555557
12.0,,Leblanc,Side.blue,3.0,1056.0,1056.0,,4.0,2.75,8.0,10.0,16.0,12040.0,0.0,5.0,45433,6771,Other,Few,KR,0.3,105.6,105.6,,0.4,0.8,1.6,1204.0,0.0,0.5,4543.3,677.1
,4.0,Ryze,Side.red,7.0,4181.0,6793.0,4181.0,7.0,1.4285714285714286,3.0,16.0,37.0,31153.0,3.0,20.0,233978,13197,Other,Many,KR,0.4375,261.3125,424.5625,261.3125,0.4375,0.1875,2.3125,1947.0625,0.1875,1.25,14623.625,824.8125
12.0,4.0,Renekton,Side.red,6.0,5383.0,6260.0,5383.0,7.0,1.4285714285714286,4.0,14.0,20.0,45641.0,1.0,13.0,121906,10033,TopLane_Jungle,Many,KR,0.42857142857142855,384.5,447.14285714285717,384.5,0.5,0.2857142857142857,1.4285714285714286,3260.0714285714284,0.07142857142857142,0.9285714285714286,8707.57142857143,716.6428571428571
11.0,4.0,Graves,Side.red,10.0,0.0,35247.0,0.0,10.0,1.9,9.0,15.0,19.0,37239.0,0.0,55.0,203833,14739,TopLane_Jungle,Few,KR,0.6666666666666666,0.0,2349.8,0.0,0.6666666666666666,0.6,1.2666666666666666,2482.6,0.0,3.6666666666666665,13588.866666666667,982.6
12.0,4.0,Neeko,Side.blue,3.0,2843.0,2843.0,2843.0,2.0,2.5,2.0,12.0,19.0,7944.0,0.0,21.0,80843,8010,Other,Many,KR,0.25,236.91666666666666,236.91666666666666,236.91666666666666,0.16666666666666666,0.16666666666666666,1.5833333333333333,662.0,0.0,1.75,6736.916666666667,667.5
4.0,,Jayce,Side.red,2.0,4911.0,7849.0,,7.0,1.8571428571428568,11.0,14.0,8.0,16954.0,2.0,19.0,145354,12973,TopLane_Jungle,Many,KR,0.14285714285714285,350.7857142857143,560.6428571428571,,0.5,0.7857142857142857,0.5714285714285714,1211.0,0.14285714285714285,1.3571428571428572,10382.42857142857,926.6428571428571
4.0,7.0,Ezreal,Side.red,5.0,984.0,1277.0,984.0,8.0,0.625,0.0,11.0,0.0,15090.0,0.0,8.0,76243,7479,Other,Many,KR,0.45454545454545453,89.45454545454545,116.0909090909091,89.45454545454545,0.7272727272727273,0.0,0.0,1371.8181818181818,0.0,0.7272727272727273,6931.181818181818,679.9090909090909
4.0,14.0,Nunu,Side.red,5.0,810.0,1790.0,810.0,0.0,14.0,9.0,12.0,23.0,10432.0,0.0,2.0,79160,8383,Other,Many,KR,0.4166666666666667,67.5,149.16666666666666,67.5,0.0,0.75,1.9166666666666667,869.3333333333334,0.0,0.16666666666666666,6596.666666666667,698.5833333333334
12.0,4.0,Graves,Side.blue,2.0,1696.0,5377.0,1696.0,9.0,0.4444444444444444,2.0,16.0,14.0,26334.0,,27.0,193592,11383,TopLane_Jungle,Many,KR,0.125,106.0,336.0625,106.0,0.5625,0.125,0.875,1645.875,0.08647747890075255,1.6875,12099.5,711.4375
4.0,7.0,Ezreal,Side.blue,2.0,1931.0,2882.0,1931.0,5.0,0.8,2.0,11.0,,11112.0,0.0,18.0,79514,7714,Other,Many,KR,0.18181818181818182,175.54545454545453,262.0,175.54545454545453,0.45454545454545453,0.18181818181818182,0.0,1010.1818181818181,0.0,1.6363636363636365,7228.545454545455,701.2727272727273
12.0,4.0,Jax,Side.blue,6.0,5717.0,,5717.0,1.0,15.0,9.0,14.0,16.0,16252.0,2.0,18.0,109253,10663,TopLane_Jungle,Many,KR,0.42857142857142855,408.35714285714283,710.5867542832341,408.35714285714283,0.07142857142857142,0.6428571428571429,1.1428571428571428,1160.857142857143,0.14285714285714285,1.2857142857142858,7803.785714285715,761.6428571428571
3.0,,Kaisa,Side.red,12.0,1077.0,8739.0,1077.0,7.0,2.4285714285714284,5.0,15.0,6.0,18569.0,1.0,35.0,160143,12504,Other,Many,KR,0.8,71.8,582.6,71.8,0.4666666666666667,0.3333333333333333,0.4,1237.9333333333334,0.06666666666666667,2.3333333333333335,10676.2,833.6
4.0,7.0,Jhin,Side.red,12.0,6891.0,21105.0,6891.0,7.0,3.8571428571428568,15.0,17.0,44.0,22084.0,,28.0,230552,17672,Other,Many,KR,0.7058823529411765,405.3529411764706,1241.4705882352941,405.3529411764706,0.4117647058823529,0.8823529411764706,2.588235294117647,1299.0588235294117,0.07913868434230426,1.6470588235294117,13561.882352941177,1039.5294117647059
4.0,7.0,Caitlyn,Side.red,5.0,8482.0,12486.0,8482.0,1.0,19.0,14.0,14.0,18.0,14648.0,2.0,34.0,169660,14757,Other,Many,KR,0.35714285714285715,605.8571428571429,891.8571428571429,605.8571428571429,0.07142857142857142,1.0,1.2857142857142858,1046.2857142857142,0.14285714285714285,2.4285714285714284,12118.57142857143,1054.0714285714287
12.0,4.0,Vex,Side.blue,6.0,0.0,811.0,0.0,4.0,1.5,0.0,12.0,14.0,12431.0,0.0,16.0,72348,6378,Other,Many,KR,0.5,0.0,67.58333333333333,0.0,0.3333333333333333,0.0,1.1666666666666667,1035.9166666666667,0.0,1.3333333333333333,6029.0,531.5
14.0,4.0,Lulu,Side.red,12.0,1146.0,1893.0,1146.0,2.0,7.0,2.0,13.0,20.0,9313.0,0.0,75.0,13696,8982,Other,Few,KR,0.9230769230769231,88.15384615384616,145.6153846153846,88.15384615384616,0.15384615384615385,0.15384615384615385,1.5384615384615385,716.3846153846154,0.0,5.769230769230769,1053.5384615384614,690.9230769230769
11.0,4.0,Graves,Side.red,3.0,283.0,15740.0,283.0,8.0,0.625,2.0,12.0,10.0,19756.0,0.0,14.0,133832,9407,TopLane_Jungle,Few,KR,0.25,23.583333333333332,1311.6666666666667,23.583333333333332,0.6666666666666666,0.16666666666666666,0.8333333333333334,1646.3333333333333,0.0,1.1666666666666667,11152.666666666666,783.9166666666666
14.0,4.0,Thresh,Side.red,3.0,339.0,339.0,339.0,5.0,0.8,1.0,9.0,12.0,,0.0,28.0,14035,4658,Other,Few,KR,0.3333333333333333,37.666666666666664,37.666666666666664,37.666666666666664,0.5555555555555556,0.1111111111111111,1.3333333333333333,1305.0321737155612,0.0,3.111111111111111,1559.4444444444443,517.5555555555555
12.0,4.0,Viktor,Side.blue,3.0,1912.0,5885.0,1912.0,5.0,1.6,5.0,15.0,17.0,,1.0,14.0,153448,11517,TopLane_Jungle,Many,KR,0.2,127.46666666666667,392.3333333333333,127.46666666666667,0.3333333333333333,0.3333333333333333,1.1333333333333333,1171.3273624788524,0.06666666666666667,0.9333333333333333,10229.866666666667,767.8
4.0,11.0,XinZhao,Side.red,6.0,673.0,20661.0,673.0,1.0,16.0,10.0,11.0,14.0,13700.0,0.0,17.0,86777,9076,TopLane_Jungle,Few,KR,0.5454545454545454,61.18181818181818,1878.2727272727273,61.18181818181818,0.09090909090909091,0.9090909090909091,1.2727272727272727,1245.4545454545455,0.0,1.5454545454545454,7888.818181818182,825.0909090909091
4.0,12.0,Jayce,Side.red,4.0,5461.0,7820.0,5461.0,2.0,5.0,6.0,14.0,9.0,10714.0,1.0,15.0,115256,10644,TopLane_Jungle,Many,KR,0.2857142857142857,390.07142857142856,558.5714285714286,390.07142857142856,0.14285714285714285,0.42857142857142855,0.6428571428571429,765.2857142857143,0.07142857142857142,1.0714285714285714,8232.57142857143,760.2857142857143
4.0,14.0,Amumu,Side.blue,18.0,331.0,1708.0,331.0,7.0,2.7142857142857144,1.0,13.0,48.0,19831.0,0.0,74.0,26547,8699,Other,Few,KR,1.3846153846153846,25.46153846153846,131.3846153846154,25.46153846153846,0.5384615384615384,0.07692307692307693,3.6923076923076925,1525.4615384615386,0.0,5.6923076923076925,2042.076923076923,669.1538461538462
11.0,4.0,Gragas,Side.red,2.0,0.0,1597.0,0.0,7.0,0.5714285714285714,2.0,10.0,19.0,19933.0,0.0,24.0,65425,6247,TopLane_Jungle,Few,KR,0.2,0.0,159.7,0.0,0.7,0.2,1.9,1993.3,0.0,2.4,6542.5,624.7
